category_name,subCategory_name,item_type
Storage & Organisation,Wardrobe,Sliding Wardrobe
Storage & Organisation,Wardrobe,Open Wardrobe
Storage & Organisation,Wardrobe,Hallway Wardrobe 
Storage & Organisation,Wardrobe,Hallway Wardrobe
Storage & Organisation,Wardrobe,Children's Wardrobe
Storage & Organisation,Wardrobe,Mirrored Wardrobe
Storage & Organisation,Wardrobe,Solitaire Wardrobe
Storage & Organisation,Wardrobe,Walk-In Wardrobe
Storage & Organisation,Wardrobe,Corner Wardrobe
Storage & Organisation,Wardrobe,Wardrobe Shelving
Storage & Organisation,Wardrobe,Wardrobe Lighting
Storage & Organisation,Small Storage & Organiser,Storage Boxes & Baskets
Storage & Organisation,Small Storage & Organiser,Paper & Media Organisers
Storage & Organisation,Small Storage & Organiser,Food Storage & Organising
Storage & Organisation,Small Storage & Organiser,Clothes Organisers
Storage & Organisation,Small Storage & Organiser,Bathroom Accessories
Storage & Organisation,Small Storage & Organiser,Waste Bins & Bags
Storage & Organisation,Small Storage & Organiser,Hooks & Hangers
Storage & Organisation,Small Storage & Organiser,Cable Management & Accessories
Storage & Organisation,Small Storage & Organiser,Desk Accessories
Storage & Organisation,Small Storage & Organiser,Under Bed Storage
Storage & Organisation,"Sideboard, Buffet & Console Table",Sideboards & Buffets
Storage & Organisation,"Sideboard, Buffet & Console Table",Console Tables
Storage & Organisation,Hook & Wall Organisation,Wall Shelves
Storage & Organisation,Hook & Wall Organisation,Hooks
Storage & Organisation,Hook & Wall Organisation,Wall Storage
Storage & Organisation,Hook & Wall Organisation,Children's Hooks & Wall Organisation
Storage & Organisation,Cloth Stand & Shoe Rack,Shoe Cabinets
Storage & Organisation,Cloth Stand & Shoe Rack,Racks & Stands
Storage & Organisation,Cloth Stand & Shoe Rack,"Shoe, Coat & Hat Racks"
Storage & Organisation,Cloth Stand & Shoe Rack,Coat Racks
Storage & Organisation,Cloth Stand & Shoe Rack,Coat Stands
Storage & Organisation,Trolley,Kitchen Islands & Trolleys
Storage & Organisation,Trolley,Bathroom Trolleys
Storage & Organisation,Bag,Shopping Bags & Tote Bags
Storage & Organisation,Bag,Backpacks & Messenger Bags
Storage & Organisation,Bag,Travel Accessories
Storage & Organisation,Bag,Bag Organisers
Storage & Organisation,Bag,Travel Bags
Storage & Organisation,Moving Supply,
Storage & Organisation,Wall Shelf,Floating Shelves
Storage & Organisation,Wall Shelf,Complete Wall Shelves
Storage & Organisation,Wall Shelf,Boaxel System
Storage & Organisation,Wall Shelf,Shelves
Storage & Organisation,Wall Shelf,Brackets
Storage & Organisation,Wall Shelf,Picture Ledges
Storage & Organisation,Bookcase & Shelving Unit,
Power & Hand Tool,Power Tool,Angle Grinder 
Power & Hand Tool,Power Tool,Bandsaw 
Power & Hand Tool,Power Tool,Chain Saw 
Power & Hand Tool,Power Tool,Circular Saw 
Power & Hand Tool,Power Tool,Drills 
Power & Hand Tool,Power Tool,Electric Screwdriver 
Power & Hand Tool,Power Tool,Heat Gun 
Power & Hand Tool,Power Tool,Jigsaw 
Power & Hand Tool,Power Tool,Mitre Saw 
Power & Hand Tool,Power Tool,Nail Gun 
Power & Hand Tool,Power Tool,Orbital Sander 
Power & Hand Tool,Power Tool,Planer Machine 
Power & Hand Tool,Power Tool,Reciprocating Saw 
Power & Hand Tool,Power Tool,Table Saw 
Power & Hand Tool,Hand Tool,Wrench
Power & Hand Tool,Hand Tool,Hex Key
Power & Hand Tool,Hand Tool,Multi-purpose Toolkit
Power & Hand Tool,Hand Tool,Pipe Wrench
Power & Hand Tool,Hand Tool,Socket Wrench Set
Power & Hand Tool,Hand Tool,T-Type Handle Socket Wrench
Power & Hand Tool,Hand Tool,Tool box
Power & Hand Tool,Hand Tool,Twist drill Bit
Power & Hand Tool,Hand Tool,Cutters 
Power & Hand Tool,Hand Tool,Pliers 
Power & Hand Tool,Hand Tool,Screwdriver 
Power & Hand Tool,Hand Tool,Spanners & Wrenches
"Safety Product
",Safety Personal Equipment ,DISPOSABLE WORKWEAR 
"Safety Product
",Safety Personal Equipment ,EARMUFFS 
"Safety Product
",Safety Personal Equipment ,FACE MASK 
"Safety Product
",Safety Personal Equipment ,FACE SHIELD 
"Safety Product
",Safety Personal Equipment ,HAND SANITIZER 
"Safety Product
",Safety Personal Equipment ,PPE SUIT 
"Safety Product
",Safety Personal Equipment ,RESPIRATOR MASK 
"Safety Product
",Safety Personal Equipment ,SAFETY EARPLUGS 
"Safety Product
",Safety Personal Equipment ,SAFETY GLOVES 
"Safety Product
",Safety Personal Equipment ,SAFETY GOGGLES 
"Safety Product
",Safety Personal Equipment ,SAFETY HELMETS 
"Safety Product
",Safety Personal Equipment ,SAFETY JACKETS 
"Safety Product
",Safety Personal Equipment ,SAFETY SHOES 
"Safety Product
",Safety Equipment ,Safety harness
"Safety Product
",Safety Equipment ,Safety Cones
"Safety Product
",Safety Equipment ,Safety Zone
"Safety Product
",Safety Equipment ,Safety Chain
"Safety Product
",Safety Paint,Safety Yellow
"Safety Product
",Safety Paint,Safety Red Paint 
"Safety Product
",Fire safety Equipment ,Fire Alarm Control Panel
"Safety Product
",Fire safety Equipment ,Fire Extinguishers
"Safety Product
",Fire safety Equipment ,Fire Hydrant System
"Safety Product
",Fire safety Equipment ,Fire Hose Reel
"Safety Product
",Surveillance Systems ,CCTV Cameras
"Safety Product
",Surveillance Systems ,Digital Video Recorder_ DVR
"Safety Product
",Surveillance Systems ,Monitored Alarm
Cladding and Façade,Interior Wall Cladding,Aluminium Composite Panel/ ACP
Cladding and Façade,Interior Wall Cladding,High Pressure Laminate/ HPL
Cladding and Façade,Interior Wall Cladding,Fibre Cement/ FRC/ GRC
Cladding and Façade,Interior Wall Cladding,Marble Cladding
Cladding and Façade,Interior Wall Cladding,Stone Cladding
Cladding and Façade,Interior Wall Cladding,Stone Panel
Cladding and Façade,Interior Wall Cladding,Artificial Stone Cladding
Cladding and Façade,Interior Wall Cladding,WPC Wall Panel
Cladding and Façade,Interior Wall Cladding,PVC Wall Panel
Cladding and Façade,Interior Wall Cladding,Tiles
Cladding and Façade,Interior Wall Cladding,3D Wall Panel
Cladding and Façade,Interior Wall Cladding,Zinc Composite Panel
Cladding and Façade,Interior Wall Cladding,Wooden Cladding
Cladding and Façade,Interior Wall Cladding,Metal Cladding
Cladding and Façade,Interior Wall Cladding,Glass Cladding
Cladding and Façade,Interior Wall Cladding,Terracotta Cladding
Cladding and Façade,Interior Wall Cladding,Aluminium Cladding
Cladding and Façade,Interior Wall Cladding,Vitrified Tile
Cladding and Façade,Exterior Wall Cladding,Aluminium Composite Panel/ ACP
Cladding and Façade,Exterior Wall Cladding,High Pressure Laminate/ HPL
Cladding and Façade,Exterior Wall Cladding,Fibre Cement/ FRC/ GRC
Cladding and Façade,Exterior Wall Cladding,Marble Cladding
Cladding and Façade,Exterior Wall Cladding,Stone Cladding
Cladding and Façade,Exterior Wall Cladding,Stone Panel
Cladding and Façade,Exterior Wall Cladding,Artificial Stone Cladding
Cladding and Façade,Exterior Wall Cladding,WPC Wall Panel
Cladding and Façade,Exterior Wall Cladding,PVC Wall Panel
Cladding and Façade,Exterior Wall Cladding,Tiles
Cladding and Façade,Exterior Wall Cladding,3D Wall Panel
Cladding and Façade,Exterior Wall Cladding,Zinc Composite Panel
Cladding and Façade,Exterior Wall Cladding,Wooden Cladding
Cladding and Façade,Exterior Wall Cladding,Metal Cladding
Cladding and Façade,Exterior Wall Cladding,Glass Cladding
Cladding and Façade,Exterior Wall Cladding,Terracotta Cladding
Cladding and Façade,Exterior Wall Cladding,Aluminium Cladding
Cladding and Façade,Exterior Wall Cladding,Vitrified Tile
Cladding and Façade,Façade System,Curtain Wall
Cladding and Façade,Façade System,Structural Glazing System
Cladding and Façade,Façade System,Façade Louver
Glass & Film,Façade Glass,Architectural Glass
Glass & Film,Façade Glass,Insulating Glass
Glass & Film,Façade Glass,Laminated Façade Glass
Glass & Film,Interior & Special Use Glass,Mirror Glass
Glass & Film,Interior & Special Use Glass,Decorative Glass
Glass & Film,Interior & Special Use Glass,Stained Glass
Glass & Film,Interior & Special Use Glass,Airbrush Glass
Glass & Film,Interior & Special Use Glass,Fire Proof Glass
Glass & Film,Interior & Special Use Glass,Frosted Glass
Glass & Film,Interior & Special Use Glass,Etched Glass
Glass & Film,Interior & Special Use Glass,Bend Glass
Glass & Film,Interior & Special Use Glass,Solar Glass
Glass & Film,General Use,Float Glass
Glass & Film,General Use,Tinted Glass
Glass & Film,General Use,Plain Glass
Glass & Film,General Use,Designer Patterned Glass
Glass & Film,General Use,Tempered & Toughend Glass
Glass & Film,General Use,Laminated Glass
"Adhesive, Sealant & Chemical",Adhesive,Engineers Blue Pastes
"Adhesive, Sealant & Chemical",Adhesive,Epoxy Adhesive
"Adhesive, Sealant & Chemical",Adhesive,Synthetic Gum
"Adhesive, Sealant & Chemical",Adhesive,Backer Rod
"Adhesive, Sealant & Chemical",Adhesive,Adhesive Strip
"Adhesive, Sealant & Chemical",Adhesive,Spray Adhesive 
"Adhesive, Sealant & Chemical",Adhesive,Stone Adhesive 
"Adhesive, Sealant & Chemical",Adhesive,Synthetic Resin Adhesive
"Adhesive, Sealant & Chemical",Adhesive,CPVC Solvent
"Adhesive, Sealant & Chemical",Adhesive,Heat Proof
"Adhesive, Sealant & Chemical",Adhesive,High Heat Resistant
"Adhesive, Sealant & Chemical",Adhesive,PVC Solvent
"Adhesive, Sealant & Chemical",Adhesive,Superior Water Resistant
"Adhesive, Sealant & Chemical",Adhesive,Synthetic Resin Adhesives
"Adhesive, Sealant & Chemical",Adhesive,Synthetic Rubber
"Adhesive, Sealant & Chemical",Adhesive,Tile Grout
"Adhesive, Sealant & Chemical",Adhesive,UPVC Solvent
"Adhesive, Sealant & Chemical",Adhesive,Waterproof
"Adhesive, Sealant & Chemical",Adhesive,Fevicol SH
"Adhesive, Sealant & Chemical",Adhesive,Fevicol PVC
"Adhesive, Sealant & Chemical",Sealant,Acetoxy Silicone Sealant
"Adhesive, Sealant & Chemical",Sealant,Acrylic Sealant
"Adhesive, Sealant & Chemical",Sealant,Bonding Sealant
"Adhesive, Sealant & Chemical",Sealant,Clear Gap Filling Sealant
"Adhesive, Sealant & Chemical",Sealant,Gap Filling Sealant
"Adhesive, Sealant & Chemical",Sealant,HVAC Duct Sealant
"Adhesive, Sealant & Chemical",Sealant,Hybrid Sealants
"Adhesive, Sealant & Chemical",Sealant,MS Polymer
"Adhesive, Sealant & Chemical",Sealant,Polysulphide Sealant
"Adhesive, Sealant & Chemical",Sealant,Primer
"Adhesive, Sealant & Chemical",Sealant,Silicone Sealant
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,CAcrylic
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,"Acrylic Based Polymer Coating, Bitumen Membrane"
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Acrylic Emulsion Polymer
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Bond Coat for Old & New Concrete
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Cementous Coating for Wet Area Water Proofing
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Chemical Waterproofing
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Complementing the cement paste
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Concrete Admixures
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Corrosion Protection
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Crack Filler
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Crack Filling
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Elastomeric Water Proofing Coating
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Emulsified Thixotropic Bitumen Protective Coating
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Liquid applied jointfree waterproofing membranes
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Liquid Water Proofing Compound
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Polymeric Waterproofing solution
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Polyurethane Polymer
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Powder Water Proofing admixture
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Ready to Use Bonding Agent
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Styrene Butadiene Latex
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Tile Grout
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Water Barrier to Concrete & Masonry Surface
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Water Based Primer
"Adhesive, Sealant & Chemical",Waterproofing Chemical & Additative,Wood Adhesive
Solar Panel & Equipment,Solar electric System,Grid
Solar Panel & Equipment,Solar electric System,Hybrid 
Solar Panel & Equipment,Solar electric System,Off-grid
Solar Panel & Equipment,Solar Photovoltaic Panel ,Monocrystalline silicon
Solar Panel & Equipment,Solar Photovoltaic Panel ,Polycrystalline silicon
Solar Panel & Equipment,Solar Photovoltaic Panel ,Thin film
Solar Panel & Equipment,Solar Photovoltaic Panel ,Passivated emitter and rear contact- PERC
Solar Panel & Equipment,Solar Accessories ,Solar Structural Frames
Solar Panel & Equipment,Solar Accessories ,Solar Vacuum Tube
Solar Panel & Equipment,Solar Accessories ,Solar Cell 
Solar Panel & Equipment,Solar Hot water ,Evacuated Tube Collector-ETC
Solar Panel & Equipment,Solar Hot water ,Flat Plate Collector-FPC
Solar Panel & Equipment,Solar Equipment ,Solar Charge Controller
Solar Panel & Equipment,Solar Equipment ,Solar Inverter
Solar Panel & Equipment,Solar Equipment ,Solar Mobile Charger
Solar Panel & Equipment,Solar Equipment ,Solar PCU
Solar Panel & Equipment,Solar Equipment ,Solar Power Generator
Solar Panel & Equipment,Solar Equipment ,Solar Lights 
Solar Panel & Equipment,Solar Equipment ,Solar Garden Lights
Solar Panel & Equipment,Solar Equipment ,Solar Lantern
Solar Panel & Equipment,Solar Equipment ,Solar Lights
Solar Panel & Equipment,Solar Equipment ,Solar Street Light
Fabric & Unholstery,Curtain fabric,Sheer fabric
Fabric & Unholstery,Curtain fabric,Black out
Fabric & Unholstery,Curtain fabric,Bamboo fabric
Fabric & Unholstery,Curtain fabric,Synthetic mixes
Fabric & Unholstery,Sofa fabric,Residential upholstery fabric
Fabric & Unholstery,Sofa fabric,High abrasion fabric
Fabric & Unholstery,Sofa fabric,Stain proof fabric
Fabric & Unholstery,Sofa fabric,Leatherite
Fabric & Unholstery,Sofa fabric,Thows & highlighters
Fabric & Unholstery,Bedsheet & covers,Queen size
Fabric & Unholstery,Bedsheet & covers,King size
Fabric & Unholstery,Bedsheet & covers,Single bed
Fabric & Unholstery,Bedsheet & covers,cushion covers
Fabric & Unholstery,Bedsheet & covers,pillow covers
Fabric & Unholstery,Comforters,Quilt cover
Fabric & Unholstery,Comforters,blanket cover
Fabric & Unholstery,Comforters,Comforter cover
Fabric & Unholstery,Furniture foam,Memory foam
Fabric & Unholstery,Furniture foam,Resin foam
Fabric & Unholstery,Furniture foam,Memory foam pillow
Fabric & Unholstery,Furniture foam,synthetic foam
